Example Number,Gorgias Code,NL Translation
74,":- dynamic job_interview/0, school_reunion/0, concert_nearby/0, good_weather/0.
rule(r1, finish_report, []) :- job_interview.
rule(r2, take_bus, []) :- school_reunion.
rule(p1, prefer(r1, r2), []) :- job_interview, school_reunion.
rule(p2, prefer(r2, r1), []) :- job_interview, school_reunion, concert_nearby.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_weather.
rule(c3, prefer(c2, c1), []).
complement(take_bus, finish_report).
complement(finish_report, take_bus).","If I have a job interview, I finish my report. If there is a school reunion, I take the bus. But if I have both a job interview and a school reunion, I usually finish my report. If there is also a concert nearby, I take the bus instead. However, if the weather is good, I prefer to finish my report. I can’t finish my report and take the bus at the same time."
455,":- dynamic morning_rush/0, deadline_missed/0
rule(r1, take_train, []) :- morning_rush.
rule(r2, finish_report, []) :- morning_rush.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- deadline_missed.
rule(c1, prefer(p2, p1), []).
complement(finish_report, take_train).
complement(take_train, finish_report).","If there is a morning rush, I can either take the train or finish my report. Generally, I choose to take the train. However, if I have missed a deadline, I finish my report instead. I can’t take the train and finish my report at the same time."
686,":- dynamic medical_appointment/0.
rule(r1, yoga_session, []) :- medical_appointment.
rule(r2, cycling_session, []) :- medical_appointment.
rule(p1, prefer(r1, r2), []).
complement(cycling_session, yoga_session).
complement(yoga_session, cycling_session).","If I have a medical appointment, I can either attend a yoga session or go cycling. Usually, I choose to attend the yoga session. I can’t go cycling and attend a yoga session at the same time."
93,":- dynamic windy_day/0, weekend/0, unexpected_guest/0, low_budget/0.
rule(r1, schedule_meeting, []) :- windy_day.
rule(r2, go_to_cinema, []) :- weekend.
rule(p1, prefer(r1, r2), []) :- windy_day, weekend.
rule(p2, prefer(r2, r1), []) :- windy_day, weekend, unexpected_guest.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- low_budget.
rule(c3, prefer(c2, c1), []).
complement(go_to_cinema, schedule_meeting).
complement(schedule_meeting, go_to_cinema).","If it's a windy day, I schedule a meeting. If it's the weekend, I go to the cinema. But if it’s both a windy day and the weekend, I usually schedule a meeting. However, if I also have an unexpected guest, I choose to go to the cinema instead. If I'm on a low budget, I tend to schedule a meeting. I can’t schedule a meeting and go to the cinema at the same time."
952,":- dynamic got_bonus/0, school_reunion/0
rule(r1, ride_bike, []) :- got_bonus.
rule(r2, call_client, []) :- got_bonus.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- school_reunion.
rule(c1, prefer(p2, p1), []).
complement(call_client, ride_bike).
complement(ride_bike, call_client).","If I receive a bonus, I can either ride my bike or call a client. Usually, I choose to ride my bike. However, if there is a school reunion, I call the client instead. I can’t ride my bike and call the client at the same time."
932,":- dynamic , networking_event/0, wedding_anniversary/0
rule(r1, read_book, []).
rule(r2, travel_abroad, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- networking_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- wedding_anniversary.
rule(c3, prefer(c2, c1), []).
complement(travel_abroad, read_book).
complement(read_book, travel_abroad).","I can either read a book or travel abroad. Usually, I choose to read a book. However, if there’s a networking event, I go to travel abroad instead. On the other hand, if it’s my wedding anniversary, I tend to read a book. I can’t read a book and travel abroad at the same time."
803,":- dynamic , new_neighbor/0, weekend/0
rule(r1, evening_walk, []).
rule(r2, finish_report, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_neighbor.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- weekend.
rule(c3, prefer(c2, c1), []).
complement(finish_report, evening_walk).
complement(evening_walk, finish_report).","I can either go for an evening walk or finish the report. Usually, I choose to go for an evening walk. However, if I have a new neighbor, I finish the report instead. If it's the weekend, I tend to go for the evening walk. I can’t go for an evening walk and finish the report at the same time."
178,":- dynamic financial_aid/0, cloudy_day/0, night_time/0, unexpected_expense/0, early_morning/0.
rule(r1, visit_museum, []) :- financial_aid.
rule(r2, do_laundry, []) :- cloudy_day.
rule(p1, prefer(r1, r2), []) :- financial_aid, cloudy_day.
rule(p2, prefer(r2, r1), []) :- financial_aid, cloudy_day, night_time.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- unexpected_expense.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- early_morning.
rule(c5, prefer(c4, c3), []).
complement(do_laundry, visit_museum).
complement(visit_museum, do_laundry).","If I have financial aid, I visit the museum. If it's a cloudy day, I do laundry. But if I have both financial aid and it's a cloudy day, I usually visit the museum. If it's also nighttime, I choose to do laundry instead. However, if I encounter an unexpected expense, I tend to do laundry. If it's early morning, I prefer to visit the museum. I can’t do laundry and visit the museum at the same time."
34,":- dynamic extended_work_hours/0, dusk/0, snowstorm/0
rule(r1, prepare_report, []) :- extended_work_hours.
rule(r2, evening_walk, []) :- extended_work_hours.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- dusk.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- snowstorm.
rule(c3, prefer(c2, c1), []).
complement(evening_walk, prepare_report).
complement(prepare_report, evening_walk).","If I have to work extended hours, I can either prepare a report or take an evening walk. Generally, I choose to prepare the report. However, if it is dusk, I prefer to take the evening walk instead. If there is a snowstorm, I go back to preparing the report. I can’t take an evening walk and prepare a report at the same time."
984,":- dynamic important_meeting/0, unexpected_expense/0, job_interview/0, moving_house/0.
rule(r1, take_picnic, []) :- important_meeting.
rule(r2, morning_run, []) :- unexpected_expense.
rule(p1, prefer(r1, r2), []) :- important_meeting, unexpected_expense.
rule(p2, prefer(r2, r1), []) :- important_meeting, unexpected_expense, job_interview.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- moving_house.
rule(c3, prefer(c2, c1), []).
complement(morning_run, take_picnic).
complement(take_picnic, morning_run).","If I have an important meeting, I take a picnic. If there is an unexpected expense, I go for a morning run. But if I have both an important meeting and an unexpected expense, I usually take a picnic. However, if I also have a job interview, I prefer to go for a morning run instead. If I am moving house, I tend to take a picnic. I can’t take a picnic and go for a morning run at the same time."
789,":- dynamic rainy_day/0.
rule(r1, submit_timesheet, []) :- rainy_day.
rule(r2, yoga_session, []) :- rainy_day.
rule(p1, prefer(r1, r2), []).
complement(yoga_session, submit_timesheet).
complement(submit_timesheet, yoga_session).","If it’s a rainy day, I can either submit my timesheet or do a yoga session. Generally, I choose to submit my timesheet. I can’t do a yoga session and submit my timesheet at the same time."
522,":- dynamic .
rule(r1, go_to_restaurant, []).
rule(r2, go_to_cinema, []).
rule(p1, prefer(r1, r2), []).
complement(go_to_cinema, go_to_restaurant).
complement(go_to_restaurant, go_to_cinema).","I can either go to the restaurant or go to the cinema. Usually, I choose to go to the restaurant. I can’t go to the restaurant and go to the cinema at the same time."
88,":- dynamic rainy_day/0, night_time/0, expensive_event/0
rule(r1, review_documents, []) :- rainy_day.
rule(r2, schedule_meeting, []) :- rainy_day.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- night_time.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- expensive_event.
rule(c3, prefer(c2, c1), []).
complement(schedule_meeting, review_documents).
complement(review_documents, schedule_meeting).","If it’s a rainy day, I can either review documents or schedule a meeting. Generally, I choose to review documents. However, if it’s nighttime, I schedule a meeting instead. If the event is expensive, I go back to reviewing documents. I can’t review documents and schedule a meeting at the same time."
119,":- dynamic windy_day/0, rainy_day/0, discount_on_flight/0.
rule(r1, use_subway, []) :- windy_day.
rule(r2, take_picnic, []) :- rainy_day.
rule(p1, prefer(r1, r2), []) :- windy_day, rainy_day.
rule(p2, prefer(r2, r1), []) :- windy_day, rainy_day, discount_on_flight.
rule(c1, prefer(p2, p1), []).
complement(take_picnic, use_subway).
complement(use_subway, take_picnic).","If it's a windy day, I use the subway. If it's raining, I take a picnic. But if it's both a windy day and raining, I usually choose to use the subway. However, if there is also a discount on flights, I take a picnic instead. I can’t use the subway and take a picnic at the same time."
889,":- dynamic , holiday_season/0, weekend/0
rule(r1, go_to_cinema, []).
rule(r2, go_to_park, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- holiday_season.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- weekend.
rule(c3, prefer(c2, c1), []).
complement(go_to_park, go_to_cinema).
complement(go_to_cinema, go_to_park).","I can either go to the cinema or go to the park. Usually, I choose to go to the cinema. However, if it’s the holiday season, I go to the park instead. On weekends, I tend to go to the cinema. I can’t go to the cinema and go to the park at the same time."
876,":- dynamic birthday_today/0, feeling_sick/0, cloudy_day/0
rule(r1, explore_city, []) :- birthday_today.
rule(r2, organize_workspace, []) :- birthday_today.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- cloudy_day.
rule(c3, prefer(c2, c1), []).
complement(organize_workspace, explore_city).
complement(explore_city, organize_workspace).","If today is my birthday, I can either explore the city or organize my workspace. Usually, I choose to explore the city. However, if I'm feeling sick, I organize my workspace instead. On a cloudy day, I tend to explore the city again. I can’t explore the city and organize my workspace at the same time."
845,":- dynamic lunch_time/0, hail_storm/0, vacation_planned/0
rule(r1, call_client, []) :- lunch_time.
rule(r2, ride_bike, []) :- lunch_time.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- hail_storm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- vacation_planned.
rule(c3, prefer(c2, c1), []).
complement(ride_bike, call_client).
complement(call_client, ride_bike).","If it's lunchtime, I can either call a client or ride my bike. Usually, I choose to call a client. However, if there's a hail storm, I ride my bike instead. If I have a vacation planned, I go back to calling the client. I can’t call a client and ride my bike at the same time."
226,":- dynamic , school_reunion/0, team_project_due/0
rule(r1, go_to_cinema, []).
rule(r2, explore_city, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- school_reunion.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- team_project_due.
rule(c3, prefer(c2, c1), []).
complement(explore_city, go_to_cinema).
complement(go_to_cinema, explore_city).","I can either go to the cinema or explore the city. Usually, I prefer to go to the cinema. However, if there’s a school reunion, I choose to explore the city instead. If there’s a team project due, I usually go to the cinema. I can’t go to the cinema and explore the city at the same time."
284,":- dynamic party_invitation/0, invitation_from_friend/0
rule(r1, join_fitness_class, []) :- party_invitation.
rule(r2, submit_timesheet, []) :- party_invitation.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- invitation_from_friend.
rule(c1, prefer(p2, p1), []).
complement(submit_timesheet, join_fitness_class).
complement(join_fitness_class, submit_timesheet).","If I get a party invitation, I can either join a fitness class or submit my timesheet. Generally, I choose to join the fitness class. However, if a friend invites me, I submit my timesheet instead. I can’t join a fitness class and submit my timesheet at the same time."
436,":- dynamic urgent_deadline/0, networking_event/0
rule(r1, attend_workshop, []) :- urgent_deadline.
rule(r2, order_taxi, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- networking_event.
rule(c1, prefer(p2, p1), []).
complement(order_taxi, attend_workshop).
complement(attend_workshop, order_taxi).","If there is an urgent deadline, I can either attend a workshop or order a taxi. Usually, I choose to attend the workshop. However, if there is a networking event, I order a taxi instead. I can’t attend the workshop and order a taxi at the same time."
560,":- dynamic .
rule(r1, drive_car, []).
rule(r2, use_subway, []).
rule(p1, prefer(r1, r2), []).
complement(use_subway, drive_car).
complement(drive_car, use_subway).","I can either drive the car or use the subway. Usually, I choose to drive the car. I can’t drive the car and use the subway at the same time."
78,":- dynamic urgent_deadline/0, vacation_planned/0, concert_nearby/0, expensive_event/0.
rule(r1, swim_session, []) :- urgent_deadline.
rule(r2, make_coffee, []) :- vacation_planned.
rule(p1, prefer(r1, r2), []) :- urgent_deadline, vacation_planned.
rule(p2, prefer(r2, r1), []) :- urgent_deadline, vacation_planned, concert_nearby.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- expensive_event.
rule(c3, prefer(c2, c1), []).
complement(make_coffee, swim_session).
complement(swim_session, make_coffee).","If I have an urgent deadline, I go for a swim session. If I have a vacation planned, I make coffee. But if I have both an urgent deadline and a vacation planned, I usually go for a swim. However, if there is also a concert nearby, I prefer to make coffee instead. If there is an expensive event, I tend to go for a swim. I can’t go for a swim and make coffee at the same time."
265,":- dynamic new_neighbor/0.
rule(r1, clean_house, []) :- new_neighbor.
rule(r2, order_taxi, []) :- new_neighbor.
rule(p1, prefer(r1, r2), []).
complement(order_taxi, clean_house).
complement(clean_house, order_taxi).","If I have a new neighbor, I can either clean the house or order a taxi. Generally, I choose to clean the house. I can’t clean the house and order a taxi at the same time."
256,":- dynamic job_interview/0, community_event/0
rule(r1, cook_dinner, []) :- job_interview.
rule(r2, water_plants, []) :- job_interview.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- community_event.
rule(c1, prefer(p2, p1), []).
complement(water_plants, cook_dinner).
complement(cook_dinner, water_plants).","If I have a job interview, I can either cook dinner or water the plants. Usually, I choose to cook dinner. However, if there’s a community event, I water the plants instead. I can’t water the plants and cook dinner at the same time."
477,":- dynamic weekend/0, medical_appointment/0, party_invitation/0, deadline_missed/0, unexpected_guest/0.
rule(r1, join_fitness_class, []) :- weekend.
rule(r2, cycle_to_work, []) :- medical_appointment.
rule(p1, prefer(r1, r2), []) :- weekend, medical_appointment.
rule(p2, prefer(r2, r1), []) :- weekend, medical_appointment, party_invitation.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- deadline_missed.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- unexpected_guest.
rule(c5, prefer(c4, c3), []).
complement(cycle_to_work, join_fitness_class).
complement(join_fitness_class, cycle_to_work).","If it's the weekend, I join a fitness class. If I have a medical appointment, I cycle to work. But if it’s both the weekend and I have a medical appointment, I usually join the fitness class. However, if I also have a party invitation, I prefer to cycle to work instead. If I miss a deadline, I tend to cycle to work. But if I have an unexpected guest, I usually join the fitness class. I can’t join a fitness class and cycle to work at the same time."
888,":- dynamic weekend/0.
rule(r1, cook_dinner, []) :- weekend.
rule(r2, give_presentation, []) :- weekend.
rule(p1, prefer(r1, r2), []).
complement(give_presentation, cook_dinner).
complement(cook_dinner, give_presentation).","If it's the weekend, I can either cook dinner or give a presentation. Usually, I choose to cook dinner. I can’t cook dinner and give a presentation at the same time."
830,":- dynamic subscription_due/0, birthday_today/0, networking_event/0, boss_in_office/0.
rule(r1, take_train, []) :- subscription_due.
rule(r2, cycle_to_work, []) :- birthday_today.
rule(p1, prefer(r1, r2), []) :- subscription_due, birthday_today.
rule(p2, prefer(r2, r1), []) :- subscription_due, birthday_today, networking_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- boss_in_office.
rule(c3, prefer(c2, c1), []).
complement(cycle_to_work, take_train).
complement(take_train, cycle_to_work).","If my subscription is due, I take the train. If it's my birthday today, I cycle to work. But if it’s both my subscription due and my birthday, I usually take the train. However, if there is also a networking event, I prefer to cycle to work instead. If my boss is in the office, I would rather take the train. I can’t cycle to work and take the train at the same time."
563,":- dynamic school_reunion/0, extended_work_hours/0, discount_on_flight/0, relationship_break/0.
rule(r1, dispose_trash, []) :- school_reunion.
rule(r2, make_coffee, []) :- extended_work_hours.
rule(p1, prefer(r1, r2), []) :- school_reunion, extended_work_hours.
rule(p2, prefer(r2, r1), []) :- school_reunion, extended_work_hours, discount_on_flight.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- relationship_break.
rule(c3, prefer(c2, c1), []).
complement(make_coffee, dispose_trash).
complement(dispose_trash, make_coffee).","If I have a school reunion, I dispose of the trash. If I have extended work hours, I make coffee. But if it’s both a school reunion and I have extended work hours, I usually dispose of the trash. If I also have a discount on a flight, I prefer to make coffee instead. However, if I am going through a relationship break, I tend to dispose of the trash. If I have a relationship break and I prefer to make coffee instead, I usually choose to dispose of the trash. I can’t make coffee and dispose of the trash at the same time."
966,":- dynamic urgent_deadline/0
rule(r1, finish_report, []).
rule(r2, clean_house, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
complement(clean_house, finish_report).
complement(finish_report, clean_house).","I can either finish the report or clean the house. Usually, I choose to finish the report. However, if there’s an urgent deadline, I go clean the house instead. I can’t finish the report and clean the house at the same time."
489,":- dynamic snowstorm/0
rule(r1, visit_family, []).
rule(r2, order_taxi, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- snowstorm.
rule(c1, prefer(p2, p1), []).
complement(order_taxi, visit_family).
complement(visit_family, order_taxi).","I can either visit family or order a taxi. Usually, I prefer to visit family. But if there’s a snowstorm, I choose to order a taxi instead. I can’t visit family and order a taxi at the same time."
954,":- dynamic urgent_deadline/0, night_time/0, concert_nearby/0, project_extension/0.
rule(r1, evening_walk, []) :- urgent_deadline.
rule(r2, update_project_plan, []) :- night_time.
rule(p1, prefer(r1, r2), []) :- urgent_deadline, night_time.
rule(p2, prefer(r2, r1), []) :- urgent_deadline, night_time, concert_nearby.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- project_extension.
rule(c3, prefer(c2, c1), []).
complement(update_project_plan, evening_walk).
complement(evening_walk, update_project_plan).","If I have an urgent deadline, I go for an evening walk. If it’s nighttime, I update my project plan. But if it’s both nighttime and I have an urgent deadline, I usually go for an evening walk. If there’s also a concert nearby, I prefer to update my project plan instead. However, if I have a project extension, I tend to go for an evening walk. I can’t go for an evening walk and update my project plan at the same time."
801,":- dynamic financial_aid/0.
rule(r1, attend_concert, []) :- financial_aid.
rule(r2, go_to_restaurant, []) :- financial_aid.
rule(p1, prefer(r1, r2), []).
complement(go_to_restaurant, attend_concert).
complement(attend_concert, go_to_restaurant).","If I receive financial aid, I can either attend a concert or go to a restaurant. Usually, I choose to attend the concert. I can’t go to a restaurant and attend a concert at the same time."
417,":- dynamic wedding_anniversary/0
rule(r1, go_to_theater, []).
rule(r2, review_documents, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- wedding_anniversary.
rule(c1, prefer(p2, p1), []).
complement(review_documents, go_to_theater).
complement(go_to_theater, review_documents).","I can either go to the theater or review documents. Usually, I prefer to go to the theater. But if it’s our wedding anniversary, I choose to review the documents instead. I can’t go to the theater and review documents at the same time."
397,":- dynamic .
rule(r1, make_coffee, []).
rule(r2, organize_workspace, []).
rule(p1, prefer(r1, r2), []).
complement(organize_workspace, make_coffee).
complement(make_coffee, organize_workspace).","I can either make coffee or organize my workspace. Usually, I choose to make coffee. I can’t make coffee and organize my workspace at the same time."
810,":- dynamic vacation_planned/0.
rule(r1, order_taxi, []) :- vacation_planned.
rule(r2, make_coffee, []) :- vacation_planned.
rule(p1, prefer(r1, r2), []).
complement(make_coffee, order_taxi).
complement(order_taxi, make_coffee).","If I have a vacation planned, I can either order a taxi or make coffee. Usually, I choose to order a taxi. I can’t make coffee and order a taxi at the same time."
732,":- dynamic unexpected_guest/0, relationship_break/0
rule(r1, host_dinner_party, []) :- unexpected_guest.
rule(r2, buy_groceries, []) :- unexpected_guest.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- relationship_break.
rule(c1, prefer(p2, p1), []).
complement(buy_groceries, host_dinner_party).
complement(host_dinner_party, buy_groceries).","If I have an unexpected guest, I can either host a dinner party or buy groceries. Generally, I choose to host a dinner party. However, if there’s a break in my relationship, I buy groceries instead. I can’t host a dinner party and buy groceries at the same time."
922,":- dynamic good_investment/0, friend_in_town/0, boss_in_office/0.
rule(r1, attend_concert, []) :- good_investment.
rule(r2, morning_run, []) :- friend_in_town.
rule(p1, prefer(r1, r2), []) :- good_investment, friend_in_town.
rule(p2, prefer(r2, r1), []) :- good_investment, friend_in_town, boss_in_office.
rule(c1, prefer(p2, p1), []).
complement(morning_run, attend_concert).
complement(attend_concert, morning_run).","If I have a good investment, I attend a concert. If my friend is in town, I go for a morning run. But if I have both a good investment and my friend in town, I usually choose to attend the concert. If my boss is also in the office, I prefer to go for a morning run instead. I can’t go for a morning run and attend a concert at the same time."
800,":- dynamic morning_rush/0
rule(r1, organize_workspace, []).
rule(r2, attend_workshop, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- morning_rush.
rule(c1, prefer(p2, p1), []).
complement(attend_workshop, organize_workspace).
complement(organize_workspace, attend_workshop).","I can either organize my workspace or attend a workshop. Usually, I choose to organize my workspace. However, if it’s during the morning rush, I tend to attend the workshop instead. I can’t organize my workspace and attend the workshop at the same time."
176,":- dynamic school_reunion/0.
rule(r1, update_project_plan, []) :- school_reunion.
rule(r2, go_gym, []) :- school_reunion.
rule(p1, prefer(r1, r2), []).
complement(go_gym, update_project_plan).
complement(update_project_plan, go_gym).","If there is a school reunion, I can either update the project plan or go to the gym. Usually, I choose to update the project plan. I can’t go to the gym and update the project plan at the same time."
212,":- dynamic dusk/0, family_emergency/0
rule(r1, take_train, []) :- dusk.
rule(r2, travel_abroad, []) :- dusk.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- family_emergency.
rule(c1, prefer(p2, p1), []).
complement(travel_abroad, take_train).
complement(take_train, travel_abroad).","If it’s dusk, I can either take the train or travel abroad. Usually, I choose to take the train. However, if there’s a family emergency, I travel abroad instead. I can’t take the train and travel abroad at the same time."
658,":- dynamic , unexpected_expense/0, rainy_day/0
rule(r1, go_to_cinema, []).
rule(r2, organize_workspace, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- unexpected_expense.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- rainy_day.
rule(c3, prefer(c2, c1), []).
complement(organize_workspace, go_to_cinema).
complement(go_to_cinema, organize_workspace).","I can either go to the cinema or organize my workspace. Usually, I prefer to go to the cinema. However, if I have an unexpected expense, I choose to organize my workspace instead. On a rainy day, I tend to go back to preferring to go to the cinema. I can’t go to the cinema and organize my workspace at the same time."
365,":- dynamic lunch_time/0
rule(r1, attend_workshop, []).
rule(r2, rent_car, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- lunch_time.
rule(c1, prefer(p2, p1), []).
complement(rent_car, attend_workshop).
complement(attend_workshop, rent_car).","I can either attend the workshop or rent a car. Usually, I prefer to attend the workshop. However, if it's lunchtime, I choose to rent the car instead. I can’t attend the workshop and rent the car at the same time."
729,":- dynamic birthday_today/0.
rule(r1, attend_workshop, []) :- birthday_today.
rule(r2, take_bus, []) :- birthday_today.
rule(p1, prefer(r1, r2), []).
complement(take_bus, attend_workshop).
complement(attend_workshop, take_bus).","If today is my birthday, I can either attend a workshop or take the bus. Generally, I choose to attend the workshop. I can’t attend the workshop and take the bus at the same time."
923,":- dynamic low_budget/0, school_reunion/0
rule(r1, review_documents, []) :- low_budget.
rule(r2, prepare_report, []) :- low_budget.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- school_reunion.
rule(c1, prefer(p2, p1), []).
complement(prepare_report, review_documents).
complement(review_documents, prepare_report).","If I have a low budget, I can either review documents or prepare a report. Usually, I choose to review documents. However, if there’s a school reunion, I prepare the report instead. I can’t review documents and prepare a report at the same time."
655,":- dynamic good_weather/0.
rule(r1, pay_bills, []) :- good_weather.
rule(r2, go_to_cinema, []) :- good_weather.
rule(p1, prefer(r1, r2), []).
complement(go_to_cinema, pay_bills).
complement(pay_bills, go_to_cinema).","If the weather is good, I can either pay the bills or go to the cinema. Generally, I choose to pay the bills. I can’t go to the cinema and pay the bills at the same time."
872,":- dynamic deadline_missed/0, moving_house/0, new_restaurant_to_try/0, networking_event/0, lunch_time/0.
rule(r1, attend_workshop, []) :- deadline_missed.
rule(r2, prepare_report, []) :- moving_house.
rule(p1, prefer(r1, r2), []) :- deadline_missed, moving_house.
rule(p2, prefer(r2, r1), []) :- deadline_missed, moving_house, new_restaurant_to_try.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- networking_event.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- lunch_time.
rule(c5, prefer(c4, c3), []).
complement(prepare_report, attend_workshop).
complement(attend_workshop, prepare_report).","If I missed a deadline, I attend a workshop. If I am moving house, I prepare a report. But if I have both missed a deadline and am moving house, I usually attend the workshop. However, if I also have a new restaurant to try, I prefer to prepare the report instead. If there is a networking event, I tend to attend the workshop. But if it’s lunchtime, I usually prepare the report. I can’t attend a workshop and prepare a report at the same time."
160,":- dynamic .
rule(r1, visit_doctor, []).
rule(r2, take_bus, []).
rule(p1, prefer(r1, r2), []).
complement(take_bus, visit_doctor).
complement(visit_doctor, take_bus).","I can either visit the doctor or take the bus. Usually, I choose to visit the doctor. I can’t visit the doctor and take the bus at the same time."
540,":- dynamic .
rule(r1, do_laundry, []).
rule(r2, review_documents, []).
rule(p1, prefer(r1, r2), []).
complement(review_documents, do_laundry).
complement(do_laundry, review_documents).","I can either do the laundry or review documents. Usually, I choose to do the laundry. I can’t do the laundry and review documents at the same time."
277,":- dynamic family_gathering/0, medical_appointment/0, moving_house/0, friend_in_town/0, team_project_due/0.
rule(r1, visit_doctor, []) :- family_gathering.
rule(r2, go_to_theater, []) :- medical_appointment.
rule(p1, prefer(r1, r2), []) :- family_gathering, medical_appointment.
rule(p2, prefer(r2, r1), []) :- family_gathering, medical_appointment, moving_house.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- friend_in_town.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- team_project_due.
rule(c5, prefer(c4, c3), []).
complement(go_to_theater, visit_doctor).
complement(visit_doctor, go_to_theater).","If there is a family gathering, I visit the doctor. If I have a medical appointment, I go to the theater. But if I have both a family gathering and a medical appointment, I usually visit the doctor. However, if I am also moving house, I go to the theater instead. If a friend is in town, I usually prefer to visit the doctor. If I have a team project due, I go back to visiting the doctor. I can’t go to the theater and visit the doctor at the same time."
548,":- dynamic snowstorm/0, moving_house/0
rule(r1, go_gym, []) :- snowstorm.
rule(r2, visit_doctor, []) :- snowstorm.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- moving_house.
rule(c1, prefer(p2, p1), []).
complement(visit_doctor, go_gym).
complement(go_gym, visit_doctor).","If there is a snowstorm, I can either go to the gym or visit the doctor. Usually, I choose to go to the gym. However, if I am moving house, I visit the doctor instead. I can’t go to the gym and visit the doctor at the same time."
108,":- dynamic relationship_break/0, urgent_deadline/0, discount_on_flight/0.
rule(r1, use_subway, []) :- relationship_break.
rule(r2, swim_session, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []) :- relationship_break, urgent_deadline.
rule(p2, prefer(r2, r1), []) :- relationship_break, urgent_deadline, discount_on_flight.
rule(c1, prefer(p2, p1), []).
complement(swim_session, use_subway).
complement(use_subway, swim_session).","If I am going through a relationship break, I use the subway. If there is an urgent deadline, I go for a swim. But if I am experiencing both a relationship break and an urgent deadline, I usually choose to use the subway. However, if there is also a discount on flights, I prefer to go for a swim instead. I can’t use the subway and go for a swim at the same time."
